code,description,last_updated
70001003Tr,ansportation of portable x-ray equipment and personnel to home or nursing     Tr,2025-09-01
70002004ho,"me, per trip to facility or location, one patient seen",2025-09-01
75001003Tr,ansportation of portable x-ray equipment and personnel to home or nursing     Tr,2025-09-01
75002004ho,"me, per trip to facility or location, more than one patient seen",2025-09-01
76001003Tr,"ansportation of portable ekg to facility or location, per patient             Tr",2025-09-01
12001003Bu,"torphanol tartrate, nasal spray, 25 mg                                        Bu",2025-09-01
13001003Es,"ketamine, nasal spray, 1 mg                                                   Es",2025-09-01
14001003Ta,"crine hydrochloride, 10 mg                                                    Ta",2025-09-01
17001003In,"jection, aminocaproic acid, 5 grams                                           In",2025-09-01
20001003In,"jection, bupivicaine hydrochloride, 30 ml                                     In",2025-09-01
21001003In,"jection, cefoperazone sodium, 1 gram                                          In",2025-09-01
23001003In,"jection, cimetidine hydrochloride, 300 mg                                     In",2025-09-01
28001003In,"jection, famotidine, 20 mg                                                    In",2025-09-01
30001003In,"jection, metronidazole, 500 mg                                                In",2025-09-01
32001003In,"jection, nafcillin sodium, 2 grams                                            In",2025-09-01
34001003In,"jection, ofloxacin, 400 mg                                                    In",2025-09-01
39001003In,"jection, sulfamethoxazole and trimethoprim, 10 ml                             In",2025-09-01
40001003In,"jection, ticarcillin disodium and clavulanate potassium, 3.1 grams            In",2025-09-01
73001003In,"jection, aztreonam, 500 mg                                                    In",2025-09-01
74001003In,"jection, cefotetan disodium, 500 mg                                           In",2025-09-01
77001003In,"jection, clindamycin phosphate, 300 mg                                        In",2025-09-01
78001003In,"jection, fosphenytoin sodium, 750 mg                                          In",2025-09-01
80001003In,"jection, pentamidine isethionate, 300 mg                                      In",2025-09-01
81001003In,"jection, piperacillin sodium, 500 mg                                          In",2025-09-01
88001003Im,"atinib, 100 mg                                                                Im",2025-09-01
90001003Si,"ldenafil citrate, 25 mg                                                       Si",2025-09-01
91001003Gr,"anisetron hydrochloride, 1 mg (for circumstances falling under the medicare   Gr",2025-09-01
91002004st,"atute, use q0166)",2025-09-01
92001003In,"jection, hydromorphone hydrochloride, 250 mg (loading dose for infusion pump) Hy",2025-09-01
93001003In,"jection, morphine sulfate, 500 mg (loading dose for infusion pump)            Mo",2025-09-01
04001003Zi,"dovudine, oral, 100 mg                                                        Zi",2025-09-01
06001003Bu,"propion hcl sustained release tablet, 150 mg, per bottle of 60 tablets        Bu",2025-09-01
08001003Me,"rcaptopurine, oral, 50 mg                                                     Me",2025-09-01
09001003Me,"thadone, oral, 5 mg                                                           Me",2025-09-01
17001003Tr,"etinoin, topical, 5 grams                                                     Tr",2025-09-01
19001003On,"dansetron, oral, 4 mg (for circumstances falling under the medicare statute,  On",2025-09-01
19002004us,e hcpcs q code),2025-09-01
22001003In,"jection, menotropins, 75 iu                                                   In",2025-09-01
26001003In,"jection, follitropin alfa, 75 iu                                              In",2025-09-01
28001003In,"jection, follitropin beta, 75 iu                                              In",2025-09-01
32001003In,"jection, ganirelix acetate, 250 mcg                                           In",2025-09-01
36001003Cl,"ozapine, 25 mg                                                                Cl",2025-09-01
37001003Di,"danosine (ddi), 25 mg                                                         Di",2025-09-01
38001003Fi,"nasteride, 5 mg                                                               Fi",2025-09-01
39001003Mi,"noxidil, 10 mg                                                                Mi",2025-09-01
40001003Sa,"quinavir, 200 mg                                                              Sa",2025-09-01
42001003Co,"listimethate sodium, inhalation solution administered through dme,            Co",2025-09-01
42002004co,"ncentrated form, per mg",2025-09-01
44001003In,"jection, propofol, 10 mg                                                      In",2025-09-01
45001003In,"jection, pegylated interferon alfa-2a, 180 mcg per ml                         Pe",2025-09-01
48001003In,"jection, pegylated interferon alfa-2b, 10 mcg                                 Pe",2025-09-01
55001003St,"erile dilutant for epoprostenol, 50 ml                                        Ep",2025-09-01
56001003Ex,"emestane, 25 mg                                                               Ex",2025-09-01
57001003Be,"caplermin gel 0.01%, 0.5 gm                                                   Be",2025-09-01
60001003De,"xtroamphetamine sulfate, 5 mg                                                 De",2025-09-01
64001003In,"jection, pantoprazole sodium, 40 mg                                           In",2025-09-01
66001003In,"jection, olanzapine, 2.5 mg                                                   In",2025-09-01
69001003Ca,"lcitrol, 0.25 microgram                                                       Ca",2025-09-01
70001003An,"astrozole, oral, 1 mg                                                         An",2025-09-01
71001003In,"jection, bumetanide, 0.5 mg                                                   Bu",2025-09-01
72001003Ch,"lorambucil, oral, 2 mg                                                        Ch",2025-09-01
74001003Do,"lasetron mesylate, oral 50 mg (for circumstances falling under the medicare   Do",2025-09-01
74002004st,"atute, use q0180)",2025-09-01
75001003Fl,"utamide, oral, 125 mg                                                         Fl",2025-09-01
76001003Hy,"droxyurea, oral, 500 mg                                                       Hy",2025-09-01
77001003Le,"vamisole hydrochloride, oral, 50 mg                                           Le",2025-09-01
78001003Lo,"mustine, oral, 10 mg                                                          Lo",2025-09-01
79001003Me,"gestrol acetate, oral, 20 mg                                                  Me",2025-09-01
82001003Pr,"ocarbazine hydrochloride, oral, 50 mg                                         Pr",2025-09-01
83001003Pr,"ochlorperazine maleate, oral, 5 mg (for circumstances falling under the       Pr",2025-09-01
83002004me,"dicare statute, use q0164)",2025-09-01
87001003Ta,"moxifen citrate, oral, 10 mg                                                  Ta",2025-09-01
89001003Te,"stosterone pellet, 75 mg                                                      Te",2025-09-01
90001003Mi,"fepristone, oral, 200 mg                                                      Mi",2025-09-01
91001003Mi,"soprostol, oral, 200 mcg                                                      Mi",2025-09-01
94001003Di,"alysis/stress vitamin supplement, oral, 100 capsules                          Vi",2025-09-01
95001003Pn,"eumococcal conjugate vaccine, polyvalent, intramuscular, for children from    Pn",2025-09-01
95002004fi,ve years to nine years of age who have not previously received the vaccine,2025-09-01
97001003Pr,"enatal vitamins, 30-day supply                                                Pr",2025-09-01
99001003Me,dically induced abortion by oral ingestion of medication including all        Me,2025-09-01
99002004as,"sociated services and supplies (e.g., patient counseling, office visits,",2025-09-01
99003004co,"nfirmation of pregnancy by hcg, ultrasound to confirm duration of pregnancy,",2025-09-01
99004004ul,trasound to confirm completion of abortion) except drugs,2025-09-01
01001003Pa,"rtial hospitalization services, less than 24 hours, per diem                  Pa",2025-09-01
07001003Pa,"ramedic intercept, non-hospital-based als service (non-voluntary),            Pa",2025-09-01
07002004no,n-transport,2025-09-01
08001003Pa,"ramedic intercept, hospital-based als service (non-voluntary), non-transport  Pa",2025-09-01
09001003Wh,"eelchair van, mileage, per mile                                               Wc",2025-09-01
15001003No,"n-emergency transportation; mileage, per mile                                 No",2025-09-01
20001003Me,dical conference by a physician with interdisciplinary team of health         Me,2025-09-01
20002004pr,ofessionals or representatives of community agencies to coordinate activities,2025-09-01
20003004of,patient care (patient is present); approximately 30 minutes,2025-09-01
21001003Me,dical conference by a physician with interdisciplinary team of health         Me,2025-09-01
21002004pr,ofessionals or representatives of community agencies to coordinate activities,2025-09-01
21003004of,patient care (patient is present); approximately 60 minutes,2025-09-01
50001003Co,mprehensive geriatric assessment and treatment planning performed by          Co,2025-09-01
50002004as,sessment team,2025-09-01
55001003Ho,spice referral visit (advising patient and family of care options) performed  Ho,2025-09-01
55002004by,"nurse, social worker, or other designated staff",2025-09-01
57001003Co,unseling and discussion regarding advance directives or end of life care      En,2025-09-01
57002004pl,"anning and decisions, with patient and/or surrogate (list separately in",2025-09-01
57003004ad,dition to code for appropriate evaluation and management service),2025-09-01
60001003Hi,story and physical (outpatient or office) related to surgical procedure (list H&,2025-09-01
60002004se,parately in addition to code for appropriate evaluation and management,2025-09-01
60003004se,rvice),2025-09-01
65001003Ge,"netic counseling, under physician supervision, each 15 minutes                Ge",2025-09-01
70001003Ph,"ysician management of patient home care, standard monthly case rate (per 30   Ho",2025-09-01
70002004da,ys),2025-09-01
71001003Ph,"ysician management of patient home care, hospice monthly case rate (per 30    Ho",2025-09-01
71002004da,ys),2025-09-01
72001003Ph,"ysician management of patient home care, episodic care monthly case rate (per Ho",2025-09-01
7200200430,days),2025-09-01
73001003Ph,"ysician visit at member's home, outside of a capitation arrangement           Md",2025-09-01
74001003Nu,"rse practitioner visit at member's home, outside of a capitation arrangement  Nu",2025-09-01
80001003Me,"dical home program, comprehensive care coordination and planning, initial planMe",2025-09-01
81001003Me,"dical home program, comprehensive care coordination and planning, maintenance Me",2025-09-01
81002004of,plan,2025-09-01
85001003Co,lonoscopy consultation performed prior to a screening colonoscopy procedure   Cn,2025-09-01
02001003Co,mpleted early periodic screening diagnosis and treatment (epsdt) service      Co,2025-09-01
02002004(l,ist in addition to code for appropriate evaluation and management service),2025-09-01
10001003Ho,spitalist services (list separately in addition to code for appropriate       Ho,2025-09-01
10002004ev,aluation and management service),2025-09-01
11001003Co,"mprehensive management and care coordination for advanced illness, per        Co",2025-09-01
11002004ca,lendar month,2025-09-01
15001003Di,sease management program; initial assessment and initiation of the program    Di,2025-09-01
16001003Di,"sease management program, follow-up/reassessment                              Fo",2025-09-01
17001003Di,sease management program; per diem                                            Di,2025-09-01
20001003Te,lephone calls by a registered nurse to a disease management program member    Rn,2025-09-01
20002004fo,r monitoring purposes; per month,2025-09-01
40001003Li,"festyle modification program for management of coronary artery disease,       Li",2025-09-01
40002004in,cluding all supportive services; first quarter / stage,2025-09-01
41001003Li,"festyle modification program for management of coronary artery disease,       Li",2025-09-01
41002004in,cluding all supportive services; second or third quarter / stage,2025-09-01
42001003Li,"festyle modification program for management of coronary artery disease,       Li",2025-09-01
42002004in,cluding all supportive services; fourth quarter / stage,2025-09-01
53001003Tr,"eatment planning and care coordination management for cancer, initial         Ca",2025-09-01
53002004tr,eatment,2025-09-01
54001003Tr,"eatment planning and care coordination management for cancer, established     Ca",2025-09-01
54002004pa,tient with a change of regimen,2025-09-01
90001003Ro,"utine foot care; removal and/or trimming of corns, calluses and/or nails and  Ro",2025-09-01
90002004pr,"eventive maintenance in specific medical conditions (e.g., diabetes), per",2025-09-01
90003004vi,sit,2025-09-01
95001003Im,pression casting of a foot performed by a practitioner other than the         Im,2025-09-01
95002004ma,nufacturer of the orthotic,2025-09-01
00001003Gl,obal fee for extracorporeal shock wave lithotripsy treatment of kidney        Gl,2025-09-01
00002004st,one(s),2025-09-01
00001003Di,"sposable contact lens, per lens                                               Di",2025-09-01
04001003Si,"ngle vision prescription lens (safety, athletic, or sunglass), per lens       Si",2025-09-01
06001003Bi,"focal vision prescription lens (safety, athletic, or sunglass), per lens      Bi",2025-09-01
08001003Tr,"ifocal vision prescription lens (safety, athletic, or sunglass), per lens     Tr",2025-09-01
10001003No,"n-prescription lens (safety, athletic, or sunglass), per lens                 No",2025-09-01
12001003Da,"ily wear specialty contact lens, per lens                                     Da",2025-09-01
14001003Co,"lor contact lens, per lens                                                    Co",2025-09-01
15001003Sc,"leral lens, liquid bandage device, per lens                                   Sc",2025-09-01
16001003Sa,fety eyeglass frames                                                          Sa,2025-09-01
18001003Su,nglasses frames                                                               Su,2025-09-01
80001003Po,lycarbonate lens (list this code in addition to the basic code for the lens)  Po,2025-09-01
81001003No,nstandard lens (list this code in addition to the basic code for the lens)    No,2025-09-01
90001003In,"tegral lens service, miscellaneous services reported separately               Mi",2025-09-01
92001003Co,mprehensive contact lens evaluation                                           Co,2025-09-01
95001003Di,spensing new spectacle lenses for patient supplied frame                      Ne,2025-09-01
96001003Ph,akic intraocular lens for correction of refractive error                      Ph,2025-09-01
01001003Sc,reening proctoscopy                                                           Sc,2025-09-01
10001003An,"nual gynecological examination, new patient                                   An",2025-09-01
12001003An,"nual gynecological examination, established patient                           An",2025-09-01
13001003An,nual gynecological examination; clinical breast examination without pelvic    An,2025-09-01
13002004ev,aluation,2025-09-01
18001003Au,diometry for hearing aid evaluation to determine the level and degree of      Au,2025-09-01
18002004he,aring loss,2025-09-01
20001003Ro,utine ophthalmological examination including refraction; new patient          Ro,2025-09-01
21001003Ro,utine ophthalmological examination including refraction; established patient  Ro,2025-09-01
22001003Ph,"ysical exam for college, new or established patient (list separately in       Ph",2025-09-01
22002004ad,dition to appropriate evaluation and management code),2025-09-01
30001003Re,moval of sutures; by a physician other than the physician who originally      Re,2025-09-01
30002004cl,osed the wound,2025-09-01
00001003La,ser in situ keratomileusis (lasik)                                            La,2025-09-01
10001003Ph,otorefractive keratectomy (prk)                                               Ph,2025-09-01
12001003Ph,ototherapeutic keratectomy (ptk)                                              Ph,2025-09-01
01001003De,"luxe item, patient aware (list in addition to code for basic item)            De",2025-09-01
02001003Cu,stomized item (list in addition to code for basic item)                       Cu,2025-09-01
15001003Iv,tubing extension set                                                         Iv,2025-09-01
16001003No,"n-pvc (polyvinyl chloride) intravenous administration set, for use with drugs No",2025-09-01
16002004th,"at are not stable in pvc e.g., paclitaxel",2025-09-01
30001003Co,"ntinuous noninvasive glucose monitoring device, purchase (for physician       Gl",2025-09-01
30002004in,"terpretation of data, use cpt code)",2025-09-01
31001003Co,"ntinuous noninvasive glucose monitoring device, rental, including sensor,     Gl",2025-09-01
31002004se,"nsor replacement, and download to monitor (for physician interpretation of",2025-09-01
31003004da,"ta, use cpt code)",2025-09-01
34001003Ar,"tificial pancreas device system (e.g., low glucose suspend (lgs) feature)     Ar",2025-09-01
34002004in,"cluding continuous glucose monitor, blood glucose device, insulin pump and",2025-09-01
34003004co,mputer algorithm that communicates with all of the devices,2025-09-01
35001003Se,"nsor; invasive (e.g., subcutaneous), disposable, for use with artificial      Ar",2025-09-01
35002004pa,ncreas device system,2025-09-01
36001003Tr,"ansmitter; external, for use with artificial pancreas device system           Ar",2025-09-01
37001003Re,"ceiver (monitor); external, for use with artificial pancreas device system    Ar",2025-09-01
40001003Cr,"anial remolding orthosis, pediatric, rigid, with soft interface material,     Cr",2025-09-01
40002004cu,"stom fabricated, includes fitting and adjustment(s)",2025-09-01
90001003Mo,"metasone furoate sinus implant, 370 micrograms                                Mo",2025-09-01
91001003St,"ent, non-coronary, temporary, with delivery system (propel)                   St",2025-09-01
53001003Tr,ansplantation of small intestine and liver allografts                         Tr,2025-09-01
54001003Tr,ansplantation of multivisceral organs                                         Tr,2025-09-01
55001003Ha,"rvesting of donor multivisceral organs, with preparation and maintenance of   Ha",2025-09-01
55002004al,lografts; from cadaver donor,2025-09-01
60001003Lo,bar lung transplantation                                                      Lo,2025-09-01
61001003Do,"nor lobectomy (lung) for transplantation, living donor                        Do",2025-09-01
65001003Si,multaneous pancreas kidney transplantation                                    Si,2025-09-01
66001003Br,"east reconstruction with gluteal artery perforator (gap) flap, including      Br",2025-09-01
66002004ha,"rvesting of the flap, microvascular transfer, closure of donor site and",2025-09-01
66003004sh,"aping the flap into a breast, unilateral",2025-09-01
67001003Br,"east reconstruction of a single breast with ""stacked"" deep inferior           Br",2025-09-01
67002004ep,igastric perforator (diep) flap(s) and/or gluteal artery perforator (gap),2025-09-01
67003004fl,"ap(s), including harvesting of the flap(s), microvascular transfer, closure",2025-09-01
67004004of,"donor site(s) and shaping the flap into a breast, unilateral",2025-09-01
68001003Br,east reconstruction with deep inferior epigastric perforator (diep) flap or   Br,2025-09-01
68002004su,"perficial inferior epigastric artery (siea) flap, including harvesting of the",2025-09-01
68003004fl,"ap, microvascular transfer, closure of donor site and shaping the flap into a",2025-09-01
68004004br,"east, unilateral",2025-09-01
70001003Cy,"stourethroscopy, with ureteroscopy and/or pyeloscopy; with endoscopic laser   Cy",2025-09-01
70002004tr,eatment of ureteral calculi (includes ureteral catheterization),2025-09-01
79001003La,paroscopic esophagomyotomy (heller type)                                      La,2025-09-01
80001003La,ser-assisted uvulopalatoplasty (laup)                                         La,2025-09-01
83001003Ad,justment of gastric band diameter via subcutaneous port by injection or       Ad,2025-09-01
83002004as,piration of saline,2025-09-01
95001003Tr,"anscatheter occlusion or embolization for tumor destruction, percutaneous,    Tr",2025-09-01
95002004an,"y method, using yttrium-90 microspheres",2025-09-01
02001003Is,let cell tissue transplant from pancreas; allogeneic                          Is,2025-09-01
03001003Ad,renal tissue transplant to brain                                              Ad,2025-09-01
07001003Ad,optive immunotherapy i.e. development of specific anti-tumor reactivity       Ad,2025-09-01
07002004(e,".g., tumor-infiltrating lymphocyte therapy) per course of treatment",2025-09-01
12001003Ar,"throscopy, knee, surgical for harvesting of cartilage (chondrocyte cells)     Kn",2025-09-01
15001003Os,"teotomy, periacetabular, with internal fixation                               Pe",2025-09-01
17001003Ar,"throereisis, subtalar                                                         Ar",2025-09-01
18001003Me,"tal-on-metal total hip resurfacing, including acetabular and femoral          To",2025-09-01
18002004co,mponents,2025-09-01
20001003Lo,w density lipoprotein (ldl) apheresis using heparin-induced extracorporeal    Lo,2025-09-01
20002004ld,l precipitation,2025-09-01
40001003Co,"rd blood harvesting for transplantation, allogeneic                           Co",2025-09-01
42001003Co,"rd blood-derived stem-cell transplantation, allogeneic                        Co",2025-09-01
50001003Bo,"ne marrow or blood-derived stem cells (peripheral or umbilical), allogeneic   Bm",2025-09-01
50002004or,"autologous, harvesting, transplantation, and related complications;",2025-09-01
50003004in,cluding: pheresis and cell preparation/storage; marrow ablative therapy;,2025-09-01
50004004dr,"ugs, supplies, hospitalization with outpatient follow-up; medical/surgical,",2025-09-01
50005004di,"agnostic, emergency, and rehabilitative services; and the number of days of",2025-09-01
50006004pr,e-and post-transplant care in the global definition,2025-09-01
52001003So,"lid organ(s), complete or segmental, single organ or combination of organs;   So",2025-09-01
52002004de,"ceased or living donor(s), procurement, transplantation, and related",2025-09-01
52003004co,mplications; including: drugs; supplies; hospitalization with outpatient,2025-09-01
52004004fo,"llow-up; medical/surgical, diagnostic, emergency, and rehabilitative",2025-09-01
52005004se,"rvices, and the number of days of pre- and post-transplant care in the global",2025-09-01
52006004de,finition,2025-09-01
02001003Ec,hosclerotherapy                                                               Ec,2025-09-01
05001003Mi,nimally invasive direct coronary artery bypass surgery involving              Mi,2025-09-01
05002004mi,"ni-thoracotomy or mini-sternotomy surgery, performed under direct vision;",2025-09-01
05003004us,"ing arterial graft(s), single coronary arterial graft",2025-09-01
06001003Mi,nimally invasive direct coronary artery bypass surgery involving              Mi,2025-09-01
06002004mi,"ni-thoracotomy or mini-sternotomy surgery, performed under direct vision;",2025-09-01
06003004us,"ing arterial graft(s), two coronary arterial grafts",2025-09-01
07001003Mi,nimally invasive direct coronary artery bypass surgery involving              Mi,2025-09-01
07002004mi,"ni-thoracotomy or mini-sternotomy surgery, performed under direct vision;",2025-09-01
07003004us,"ing venous graft only, single coronary venous graft",2025-09-01
08001003Mi,nimally invasive direct coronary artery bypass surgery involving              Mi,2025-09-01
08002004mi,"ni-thoracotomy or mini-sternotomy surgery, performed under direct vision;",2025-09-01
08003004us,"ing single arterial and venous graft(s), single venous graft",2025-09-01
09001003Mi,nimally invasive direct coronary artery bypass surgery involving              Mi,2025-09-01
09002004mi,"ni-thoracotomy or mini-sternotomy surgery, performed under direct vision;",2025-09-01
09003004us,ing two arterial grafts and single venous graft,2025-09-01
25001003My,"ringotomy, laser-assisted                                                     My",2025-09-01
30001003Im,plantation of magnetic component of semi-implantable hearing device on        Im,2025-09-01
30002004os,sicles in middle ear,2025-09-01
35001003Im,plantation of auditory brain stem implant                                     Im,2025-09-01
60001003In,"duced abortion, 17 to 24 weeks                                                In",2025-09-01
65001003In,"duced abortion, 25 to 28 weeks                                                In",2025-09-01
66001003In,"duced abortion, 29 to 31 weeks                                                In",2025-09-01
67001003In,"duced abortion, 32 weeks or greater                                           In",2025-09-01
00001003Ar,"throscopy, shoulder, surgical; with thermally-induced capsulorrhaphy          Ar",2025-09-01
25001003Hi,p core decompression                                                          Hi,2025-09-01
40001003Ch,emodenervation of abductor muscle(s) of vocal cord                            Ch,2025-09-01
41001003Ch,emodenervation of adductor muscle(s) of vocal cord                            Ch,2025-09-01
42001003Na,sal endoscopy for post-operative debridement following functional endoscopic  Na,2025-09-01
42002004si,"nus surgery, nasal and/or sinus cavity(s), unilateral or bilateral",2025-09-01
48001003De,"compression procedure, percutaneous, of nucleus pulposus of intervertebral    De",2025-09-01
48002004di,"sc, using radiofrequency energy, single or multiple levels, lumbar",2025-09-01
50001003Di,"skectomy, anterior, with decompression of spinal cord and/or nerve root(s),   Di",2025-09-01
50002004in,"cluding osteophytectomy; lumbar, single interspace",2025-09-01
51001003Di,"skectomy, anterior, with decompression of spinal cord and/or nerve root(s),   Di",2025-09-01
51002004in,"cluding osteophytectomy; lumbar, each additional interspace (list separately",2025-09-01
51003004in,addition to code for primary procedure),2025-09-01
60001003Pe,"rcutaneous vertebroplasty, one vertebral body, unilateral or bilateral        Ve",2025-09-01
60002004in,jection; cervical,2025-09-01
61001003Ea,ch additional cervical vertebral body (list separately in addition to code    Ve,2025-09-01
61002004fo,r primary procedure),2025-09-01
00001003Re,"pair, congenital diaphragmatic hernia in the fetus using temporary tracheal   Fe",2025-09-01
00002004oc,"clusion, procedure performed in utero",2025-09-01
01001003Re,"pair, urinary tract obstruction in the fetus, procedure performed in utero    Fe",2025-09-01
02001003Re,"pair, congenital cystic adenomatoid malformation in the fetus, procedure      Fe",2025-09-01
02002004pe,rformed in utero,2025-09-01
03001003Re,"pair, extralobar pulmonary sequestration in the fetus, procedure performed in Fe",2025-09-01
03002004ut,ero,2025-09-01
04001003Re,"pair, myelomeningocele in the fetus, procedure performed in utero             Fe",2025-09-01
05001003Re,"pair of sacrococcygeal teratoma in the fetus, procedure performed in utero    Fe",2025-09-01
09001003Re,"pair, congenital malformation of fetus, procedure performed in utero, not     Fe",2025-09-01
09002004ot,herwise classified,2025-09-01
11001003Fe,toscopic laser therapy for treatment of twin-to-twin transfusion syndrome     Fe,2025-09-01
00001003Su,rgical techniques requiring use of robotic surgical system (list separately   Ro,2025-09-01
00002004in,addition to code for primary procedure),2025-09-01
00001003Di,"abetic indicator; retinal eye exam, dilated, bilateral                        Bi",2025-09-01
05001003Pe,"rformance measurement, evaluation of patient self assessment, depression      Ev",2025-09-01
00001003St,at laboratory request (situations other than s3601)                           St,2025-09-01
01001003Em,ergency stat laboratory charge for patient who is homebound or residing in a  St,2025-09-01
01002004nu,rsing facility,2025-09-01
20001003Ne,"wborn metabolic screening panel, includes test kit, postage and the           Ne",2025-09-01
20002004la,"boratory tests specified by the state for inclusion in this panel (e.g.,",2025-09-01
20003004ga,"lactose; hemoglobin, electrophoresis;  hydroxyprogesterone, 17-d;",2025-09-01
20004004ph,"enylalanine (pku); and thyroxine, total)",2025-09-01
30001003Eo,"sinophil count, blood, direct                                                 Eo",2025-09-01
45001003Hi,v-1 antibody testing of oral mucosal transudate                               Hi,2025-09-01
50001003Sa,"liva test, hormone level; during menopause                                    Sa",2025-09-01
52001003Sa,"liva test, hormone level; to assess preterm labor risk                        Sa",2025-09-01
55001003An,tisperm antibodies test (immunobead)                                          An,2025-09-01
08001003Ga,strointestinal fat absorption study                                           Ga,2025-09-01
21001003Pr,ostate cancer antigen 3 (pca3) testing                                        Pc,2025-09-01
22001003Do,"se optimization by area under the curve (auc) analysis, for infusional        Do",2025-09-01
220020045-,fluorouracil,2025-09-01
00001003Ge,netic testing for amyotrophic lateral sclerosis (als)                         Ge,2025-09-01
40001003Dn,a analysis for germline mutations of the ret proto-oncogene for               Dn,2025-09-01
40002004su,sceptibility to multiple endocrine neoplasia type 2,2025-09-01
41001003Ge,netic testing for retinoblastoma                                              Ge,2025-09-01
42001003Ge,netic testing for von hippel-lindau disease                                   Ge,2025-09-01
44001003Dn,"a analysis of the connexin 26 gene (gjb2) for susceptibility to congenital,   Dn",2025-09-01
44002004pr,ofound deafness,2025-09-01
45001003Ge,netic testing for alpha-thalassemia                                           Ge,2025-09-01
46001003Ge,netic testing for hemoglobin e beta-thalassemia                               Ge,2025-09-01
49001003Ge,netic testing for niemann-pick disease                                        Ge,2025-09-01
50001003Ge,netic testing for sickle cell anemia                                          Ge,2025-09-01
52001003Dn,a analysis for apoe epsilon 4 allele for susceptibility to alzheimer's diseaseDn,2025-09-01
53001003Ge,netic testing for myotonic muscular dystrophy                                 Ge,2025-09-01
54001003Ge,ne expression profiling panel for use in the management of breast cancer      Ge,2025-09-01
54002004tr,eatment,2025-09-01
55001003Ge,netic testing for detection of mutations in the presenilin - 1 gene           Ge,2025-09-01
61001003Ge,"netic testing, sodium channel, voltage-gated, type v, alpha subunit (scn5a)   Ge",2025-09-01
61002004an,d variants for suspected brugada syndrome,2025-09-01
65001003Co,mprehensive gene sequence analysis for hypertrophic cardiomyopathy            Co,2025-09-01
66001003Ge,netic analysis for a specific gene mutation for hypertrophic cardiomyopathy   Sp,2025-09-01
66002004(h,cm) in an individual with a known hcm mutation in the family,2025-09-01
70001003Co,mparative genomic hybridization (cgh) microarray testing for developmental    Cg,2025-09-01
70002004de,"lay, autism spectrum disorder and/or intellectual disability",2025-09-01
90001003Dn,"a analysis, fecal, for colorectal cancer screening                            Fe",2025-09-01
00001003Su,rface electromyography (emg)                                                  Su,2025-09-01
02001003Ba,llistocardiogram                                                              Ba,2025-09-01
04001003Ma,sters two step                                                                Ma,2025-09-01
05001003In,terim labor facility global (labor occurring but not resulting in delivery)   In,2025-09-01
11001003In,vitro fertilization; including but not limited to identification and         Iv,2025-09-01
11002004in,"cubation of mature oocytes, fertilization with sperm, incubation of",2025-09-01
11003004em,"bryo(s), and subsequent visualization for determination of development",2025-09-01
13001003Co,"mplete cycle, gamete intrafallopian transfer (gift), case rate                Co",2025-09-01
14001003Co,"mplete cycle, zygote intrafallopian transfer (zift), case rate                Co",2025-09-01
15001003Co,"mplete in vitro fertilization cycle, not otherwise specified, case rate       Co",2025-09-01
16001003Fr,"ozen in vitro fertilization cycle, case rate                                  Fr",2025-09-01
17001003In,"complete cycle, treatment cancelled prior to stimulation, case rate           Iv",2025-09-01
18001003Fr,"ozen embryo transfer procedure cancelled before transfer, case rate           F",2025-09-01
20001003In,"vitro fertilization procedure cancelled before aspiration, case rate         Iv",2025-09-01
21001003In,"vitro fertilization procedure cancelled after aspiration, case rate          Iv",2025-09-01
22001003As,"sisted oocyte fertilization, case rate                                        As",2025-09-01
23001003Do,"nor egg cycle, incomplete, case rate                                          In",2025-09-01
24001003Ai,"r polymer-type a intrauterine foam, per study dose                            Ai",2025-09-01
25001003Do,"nor services for in vitro fertilization (sperm or embryo), case rate          Do",2025-09-01
26001003Pr,ocurement of donor sperm from sperm bank                                      Pr,2025-09-01
27001003St,orage of previously frozen embryos                                            St,2025-09-01
28001003Mi,crosurgical epididymal sperm aspiration (mesa)                                Mi,2025-09-01
30001003Sp,erm procurement and cryopreservation services; initial visit                  Sp,2025-09-01
31001003Sp,erm procurement and cryopreservation services; subsequent visit               Sp,2025-09-01
35001003St,"imulated intrauterine insemination (iui), case rate                           St",2025-09-01
37001003Cr,"yopreserved embryo transfer, case rate                                        Cr",2025-09-01
40001003Mo,"nitoring and storage of cryopreserved embryos, per 30 days                    Mo",2025-09-01
42001003Ma,nagement of ovulation induction (interpretation of diagnostic tests and       Ov,2025-09-01
42002004st,"udies, non-face-to-face medical management of the patient), per cycle",2025-09-01
81001003In,sertion of levonorgestrel-releasing intrauterine system                       In,2025-09-01
88001003Pe,"nile contracture device, manual, greater than 3 lbs traction force            Pe",2025-09-01
89001003Co,"ntraceptive intrauterine device (e.g., progestacert iud), including implants  Co",2025-09-01
89002004an,d supplies,2025-09-01
90001003Ni,"cotine patches, legend                                                        Ni",2025-09-01
91001003Ni,"cotine patches, non-legend                                                    Ni",2025-09-01
93001003Co,ntraceptive pills for birth control                                           Co,2025-09-01
95001003Sm,oking cessation gum                                                           Sm,2025-09-01
00001003Pr,"escription drug, generic                                                      Pr",2025-09-01
01001003Pr,"escription drug, brand name                                                   Pr",2025-09-01
100010035%,"dextrose and 0.45% normal saline, 1000 ml                                    5%",2025-09-01
110010035%,"dextrose in lactated ringer's, 1000 ml                                       5%",2025-09-01
120010035%,"dextrose with potassium chloride, 1000 ml                                    5%",2025-09-01
